,customer_id,age,income,purchase_amount,gender,region,total_purchases,preferred_product_category,customer_loyalty_score,signup_date,last_purchase_date,income_rounded,signup_date_formatted,last_purchase_date_formatted
1930,1931,66,102000,179.7261394,Female,South,36,Health,62.94644102,09-05-2022,31-10-2022,102000,09-05-2022,31-10-2022
1931,1932,64,106800,1351.24957,Female,North,16,Toys,50.4878162,18-04-2021,14-07-2021,106800,18-04-2021,14-07-2021
1932,1933,29,46100,1384.579193,Female,South,14,Home & Garden,53.67186274,12-03-2021,22-04-2023,46100,12-03-2021,22-04-2023
1933,1934,79,97800,696.1094251,Male,East,16,Clothing,2.406703836,06-12-2021,17-12-2021,97800,06-12-2021,17-12-2021
1935,1936,41,27900,1631.146336,Male,South,41,Home & Garden,31.06966579,10-04-2021,19-07-2021,27900,10-04-2021,19-07-2021
1936,1937,36,110600,449.8643944,Male,North,4,Clothing,98.70885379,23-11-2021,03-06-2023,110600,23-11-2021,03-06-2023
1937,1938,25,66300,1093.213598,Male,North,29,Home & Garden,29.55677385,02-02-2021,23-05-2022,66300,02-02-2021,23-05-2022
1938,1939,48,66200,1937.053505,Male,West,6,Electronics,89.65788488,23-05-2021,17-06-2023,66200,23-05-2021,17-06-2023
1941,1942,40,65300,382.1282451,Male,South,1,Clothing,24.76173991,24-09-2022,15-01-2023,65300,24-09-2022,15-01-2023
1942,1943,54,95300,1143.537552,Female,East,40,Electronics,27.28283849,11-11-2022,29-11-2022,95300,11-11-2022,29-11-2022
1943,1944,71,108300,766.4752697,Male,East,3,Health,97.82485939,05-08-2021,20-07-2023,108300,05-08-2021,20-07-2023
1944,1945,33,110300,1930.558631,Female,South,1,Health,67.42915056,10-03-2022,16-10-2022,110300,10-03-2022,16-10-2022
1945,1946,23,43000,561.6132174,Male,East,1,Health,93.16809956,30-12-2022,21-06-2023,43000,30-12-2022,21-06-2023
1946,1947,25,109200,811.3228441,Female,North,39,Home & Garden,83.49950222,23-02-2021,29-09-2021,109200,23-02-2021,29-09-2021
1948,1949,35,100800,1082.211375,Male,North,45,Home & Garden,67.53879242,15-08-2022,17-11-2022,100800,15-08-2022,17-11-2022
1949,1950,42,72000,1015.207629,Female,North,30,Home & Garden,62.48371937,31-05-2021,14-10-2022,72000,31-05-2021,14-10-2022
1950,1951,29,114800,530.4014066,Male,West,32,Electronics,66.62630262,24-02-2021,24-10-2021,114800,24-02-2021,24-10-2021
1951,1952,32,46000,1408.699849,Male,South,33,Home & Garden,26.47736646,01-06-2022,26-02-2023,46000,01-06-2022,26-02-2023
1952,1953,76,74900,48.45844452,Female,North,48,Clothing,40.81251342,24-03-2022,13-09-2022,74900,24-03-2022,13-09-2022
1953,1954,43,118600,118.0350068,Male,North,22,Health,59.26158116,04-02-2021,31-08-2023,118600,04-02-2021,31-08-2023
1954,1955,58,75400,1206.730003,Male,South,30,Electronics,3.592846506,29-04-2021,31-05-2023,75400,29-04-2021,31-05-2023
1955,1956,62,30600,696.5156562,Female,North,46,Home & Garden,48.28349014,16-07-2021,17-12-2021,30600,16-07-2021,17-12-2021
1957,1958,64,115600,1808.317568,Female,East,23,Electronics,49.23677276,29-05-2022,10-11-2022,115600,29-05-2022,10-11-2022
1959,1960,27,46000,1639.928251,Female,North,25,Electronics,20.19051205,26-02-2022,12-04-2022,46000,26-02-2022,12-04-2022
1960,1961,33,82200,1341.317062,Male,North,12,Toys,79.4343344,01-06-2022,25-11-2023,82200,01-06-2022,25-11-2023
1961,1962,24,22000,268.6525634,Female,West,17,Electronics,35.8878288,17-11-2022,19-01-2023,22000,17-11-2022,19-01-2023
1962,1963,34,34300,1535.775872,Male,West,15,Home & Garden,95.65875535,19-05-2021,25-08-2022,34300,19-05-2021,25-08-2022
1963,1964,40,107800,436.1800981,Female,West,10,Health,99.37148083,06-12-2022,10-01-2023,107800,06-12-2022,10-01-2023
1964,1965,43,48300,660.4168531,Male,North,35,Health,91.60005426,12-10-2022,20-07-2023,48300,12-10-2022,20-07-2023
1965,1966,38,79800,1642.08374,Male,North,29,Health,8.487674482,20-09-2022,28-12-2023,79800,20-09-2022,28-12-2023
1966,1967,39,65900,1082.320705,Female,West,12,Clothing,33.31831555,13-02-2021,11-05-2021,65900,13-02-2021,11-05-2021
1969,1970,31,99700,1223.401308,Female,East,10,Toys,91.11835893,15-09-2021,18-11-2022,99700,15-09-2021,18-11-2022
1970,1971,32,61200,185.9061256,Female,East,18,Clothing,57.25531936,28-05-2022,11-04-2023,61200,28-05-2022,11-04-2023
1971,1972,70,91300,1293.260767,Female,South,47,Electronics,48.03975882,12-01-2022,28-10-2022,91300,12-01-2022,28-10-2022
1972,1973,24,85400,1529.817395,Female,West,2,Home & Garden,10.6496317,16-10-2021,03-12-2023,85400,16-10-2021,03-12-2023
1973,1974,26,96400,1178.16317,Male,North,49,Toys,83.94715423,15-04-2022,25-05-2023,96400,15-04-2022,25-05-2023
1974,1975,68,108300,547.138373,Male,West,8,Electronics,74.51415484,13-04-2021,12-10-2021,108300,13-04-2021,12-10-2021
1975,1976,65,24200,82.05848434,Male,East,22,Health,5.887660302,29-05-2021,03-04-2023,24200,29-05-2021,03-04-2023
1976,1977,25,110300,256.5087902,Male,North,22,Clothing,20.94145896,25-03-2021,18-07-2022,110300,25-03-2021,18-07-2022
1978,1979,76,80800,1870.152029,Male,West,26,Toys,68.44024021,24-06-2021,01-07-2022,80800,24-06-2021,01-07-2022
1981,1982,35,87100,1735.573105,Male,East,31,Home & Garden,19.31102117,16-10-2022,05-02-2023,87100,16-10-2022,05-02-2023
1984,1985,69,101900,1633.730327,Female,South,14,Toys,71.5819573,25-10-2021,04-11-2021,101900,25-10-2021,04-11-2021
1985,1986,56,88200,536.1368123,Female,North,33,Clothing,73.71069804,15-05-2021,31-12-2023,88200,15-05-2021,31-12-2023
1986,1987,52,84700,607.8534351,Female,East,7,Toys,79.39953109,24-02-2021,03-11-2021,84700,24-02-2021,03-11-2021
1987,1988,35,81900,21.24248292,Male,West,24,Electronics,35.65730426,25-02-2021,22-07-2022,81900,25-02-2021,22-07-2022
1989,1990,59,47000,1836.738891,Male,West,11,Electronics,97.84133943,11-08-2022,27-10-2023,47000,11-08-2022,27-10-2023
1992,1993,31,39300,906.0557216,Male,North,2,Toys,71.63597857,21-12-2021,16-08-2023,39300,21-12-2021,16-08-2023
1993,1994,48,101800,221.7456729,Male,East,15,Electronics,90.07947003,12-05-2021,05-08-2021,101800,12-05-2021,05-08-2021
1996,1997,61,23900,1922.442246,Female,South,28,Toys,91.92962153,20-04-2021,14-05-2023,23900,20-04-2021,14-05-2023
1997,1998,77,32400,1807.678686,Male,North,39,Toys,94.62329004,05-08-2022,24-05-2023,32400,05-08-2022,24-05-2023
1998,1999,62,114800,1399.574534,Male,East,44,Home & Garden,48.41391271,06-05-2021,23-01-2023,114800,06-05-2021,23-01-2023
1999,2000,51,65800,211.3483566,Male,North,4,Toys,37.45509634,23-10-2021,17-08-2022,65800,23-10-2021,17-08-2022
2000,2001,20,57000,562.8447946,Male,North,10,Electronics,28.27818056,28-06-2021,05-12-2022,57000,28-06-2021,05-12-2022
2001,2002,54,74400,653.7123192,Female,West,6,Health,49.87515411,16-07-2021,14-07-2023,74400,16-07-2021,14-07-2023
2002,2003,60,71800,1531.037114,Male,South,30,Toys,93.45311516,11-04-2021,07-07-2022,71800,11-04-2021,07-07-2022
2003,2004,57,38700,1608.453375,Female,South,46,Toys,14.98096274,27-07-2022,22-02-2023,38700,27-07-2022,22-02-2023
2005,2006,72,60400,847.4103133,Female,North,49,Home & Garden,91.1607857,09-01-2021,28-05-2022,60400,09-01-2021,28-05-2022
2006,2007,40,94900,108.1278978,Male,West,43,Toys,34.91192701,17-02-2022,11-09-2023,94900,17-02-2022,11-09-2023
2007,2008,61,22700,592.4907025,Male,North,10,Clothing,76.8081407,19-12-2022,06-10-2023,22700,19-12-2022,06-10-2023
2008,2009,56,62200,913.5446508,Female,West,32,Clothing,38.92597862,20-07-2022,10-08-2022,62200,20-07-2022,10-08-2022
2010,2011,73,75600,917.4695723,Male,South,42,Health,98.100235,14-04-2021,26-06-2023,75600,14-04-2021,26-06-2023
2011,2012,66,82300,1709.288108,Male,West,3,Health,38.78220106,06-05-2021,14-08-2023,82300,06-05-2021,14-08-2023
2012,2013,21,35500,1171.015619,Male,North,26,Toys,84.50986546,30-06-2022,13-01-2023,35500,30-06-2022,13-01-2023
2014,2015,39,23000,399.5092113,Male,East,17,Toys,98.3830143,27-09-2021,11-08-2022,23000,27-09-2021,11-08-2022
2016,2017,30,21900,735.7445566,Male,South,18,Toys,48.57611205,28-04-2021,08-04-2022,21900,28-04-2021,08-04-2022
2017,2018,35,113100,730.2794987,Male,South,19,Electronics,30.34015616,02-04-2021,04-04-2021,113100,02-04-2021,04-04-2021
2018,2019,50,104400,1067.949547,Male,South,12,Home & Garden,31.40187637,04-09-2022,18-10-2023,104400,04-09-2022,18-10-2023
2020,2021,62,61300,1597.785909,Female,East,5,Clothing,20.05185901,28-03-2021,14-04-2022,61300,28-03-2021,14-04-2022
2022,2023,61,80300,1614.82324,Male,North,27,Toys,53.63085348,04-05-2021,18-05-2023,80300,04-05-2021,18-05-2023
2024,2025,19,98900,129.7573181,Male,North,30,Toys,81.05824338,01-02-2021,04-12-2023,98900,01-02-2021,04-12-2023
2025,2026,72,102800,1117.291549,Female,East,15,Toys,32.24711128,23-12-2021,13-08-2023,102800,23-12-2021,13-08-2023
2032,2033,30,33000,1064.968889,Male,West,41,Health,88.9411431,10-04-2021,15-05-2022,33000,10-04-2021,15-05-2022
2033,2034,30,44400,1123.733115,Female,East,32,Electronics,91.36080239,01-09-2021,08-04-2023,44400,01-09-2021,08-04-2023
2034,2035,35,51000,1957.094999,Male,West,4,Toys,46.07004381,27-02-2021,08-07-2021,51000,27-02-2021,08-07-2021
2035,2036,49,94000,1550.87203,Male,East,5,Health,80.67817124,23-12-2021,05-04-2022,94000,23-12-2021,05-04-2022
2037,2038,52,102300,1561.288245,Female,North,22,Health,85.82645485,16-11-2021,17-12-2021,102300,16-11-2021,17-12-2021
2038,2039,76,104100,357.6653368,Male,South,42,Toys,82.46818842,19-01-2021,04-08-2022,104100,19-01-2021,04-08-2022
2041,2042,69,71000,1385.37447,Male,South,46,Health,63.99989036,16-05-2021,12-09-2022,71000,16-05-2021,12-09-2022
2042,2043,46,27700,1757.073278,Male,South,30,Health,0.085729069,23-10-2021,11-11-2023,27700,23-10-2021,11-11-2023
2044,2045,66,114600,182.3812676,Male,East,16,Toys,40.65675749,11-04-2021,02-08-2023,114600,11-04-2021,02-08-2023
2045,2046,46,80700,611.0163342,Male,South,15,Home & Garden,51.73432059,15-01-2022,05-05-2023,80700,15-01-2022,05-05-2023
2046,2047,79,114900,1351.276479,Male,East,5,Health,19.48040798,04-06-2021,28-04-2022,114900,04-06-2021,28-04-2022
2048,2049,61,22500,570.6620918,Female,South,23,Clothing,81.06198663,23-08-2022,09-05-2023,22500,23-08-2022,09-05-2023
2049,2050,74,110100,385.1816774,Male,North,10,Clothing,58.58923457,15-04-2021,31-07-2023,110100,15-04-2021,31-07-2023
2052,2053,61,86400,1467.400491,Female,West,15,Clothing,23.76578115,08-05-2021,12-12-2021,86400,08-05-2021,12-12-2021
2053,2054,64,64900,171.7123559,Female,South,18,Toys,43.58128411,05-02-2022,25-06-2022,64900,05-02-2022,25-06-2022
2057,2058,42,24100,586.4580456,Female,South,21,Toys,94.24999299,04-07-2022,30-03-2023,24100,04-07-2022,30-03-2023
2058,2059,56,30500,1451.081979,Male,North,2,Toys,98.45374591,04-05-2021,26-11-2023,30500,04-05-2021,26-11-2023
2059,2060,37,83000,1891.70794,Female,North,22,Home & Garden,9.497750805,26-12-2021,27-01-2023,83000,26-12-2021,27-01-2023
2060,2061,22,113900,1835.812023,Female,South,8,Electronics,33.51934352,05-03-2021,17-12-2021,113900,05-03-2021,17-12-2021
2062,2063,47,110500,935.9684004,Female,West,32,Electronics,83.42288234,12-04-2021,30-11-2021,110500,12-04-2021,30-11-2021
2064,2065,20,21200,1372.986198,Female,South,4,Health,62.12617559,04-10-2021,29-10-2022,21200,04-10-2021,29-10-2022
2065,2066,62,83000,383.4569461,Male,East,30,Health,53.99108657,15-08-2021,23-10-2021,83000,15-08-2021,23-10-2021
2066,2067,31,115700,1645.420043,Female,East,19,Clothing,71.02535838,23-01-2021,14-02-2021,115700,23-01-2021,14-02-2021
2068,2069,47,80200,394.1916067,Female,South,18,Toys,13.74933545,05-03-2021,24-06-2021,80200,05-03-2021,24-06-2021
2069,2070,67,108100,577.9587538,Female,West,29,Toys,1.762000273,06-06-2021,01-10-2023,108100,06-06-2021,01-10-2023
2071,2072,35,25100,1048.02981,Female,North,33,Toys,90.78344288,29-05-2021,07-12-2021,25100,29-05-2021,07-12-2021
2073,2074,54,30500,264.6616451,Female,North,18,Health,19.59568211,12-11-2022,28-01-2023,30500,12-11-2022,28-01-2023
2074,2075,42,93800,264.9078842,Male,West,44,Health,92.60427462,09-04-2022,04-07-2022,93800,09-04-2022,04-07-2022
2078,2079,63,103200,88.60840543,Female,West,1,Toys,70.0909382,12-05-2021,24-04-2022,103200,12-05-2021,24-04-2022
2079,2080,32,106400,271.9052761,Male,South,39,Toys,42.20686381,16-07-2021,10-03-2022,106400,16-07-2021,10-03-2022
2081,2082,32,32700,997.216446,Male,South,39,Toys,74.1439952,04-02-2021,24-11-2022,32700,04-02-2021,24-11-2022
2082,2083,66,54400,918.074163,Male,East,19,Electronics,4.006056326,24-02-2022,18-09-2023,54400,24-02-2022,18-09-2023
2083,2084,74,78700,95.33737305,Female,East,31,Health,67.62468121,12-01-2022,11-07-2023,78700,12-01-2022,11-07-2023
2085,2086,21,86900,1065.5748,Male,South,24,Home & Garden,96.37791364,08-08-2021,23-04-2023,86900,08-08-2021,23-04-2023
2086,2087,29,46200,420.1202535,Male,East,5,Health,96.66226102,28-11-2022,12-03-2023,46200,28-11-2022,12-03-2023
2089,2090,54,25300,1677.580689,Female,West,1,Clothing,14.13573749,08-12-2021,17-06-2022,25300,08-12-2021,17-06-2022
2090,2091,78,27700,1733.283227,Female,South,33,Health,6.645652596,20-02-2022,15-08-2022,27700,20-02-2022,15-08-2022
2091,2092,54,63400,1213.635833,Male,South,33,Toys,43.27798723,01-04-2022,19-04-2023,63400,01-04-2022,19-04-2023
2092,2093,60,35000,1460.522126,Female,North,32,Electronics,68.98820108,24-10-2021,03-07-2022,35000,24-10-2021,03-07-2022
2093,2094,77,96200,248.0084591,Male,East,28,Electronics,56.77611223,27-11-2021,04-11-2023,96200,27-11-2021,04-11-2023
2095,2096,56,117100,1340.592093,Male,West,41,Clothing,81.81125468,11-11-2022,26-05-2023,117100,11-11-2022,26-05-2023
2096,2097,73,21100,417.411429,Male,North,12,Toys,79.44274722,05-12-2021,09-11-2022,21100,05-12-2021,09-11-2022
2097,2098,63,30200,1762.706371,Male,West,9,Clothing,73.19420551,25-10-2021,24-10-2022,30200,25-10-2021,24-10-2022
2098,2099,41,102600,406.0935403,Male,West,11,Clothing,7.703224815,08-11-2022,15-11-2022,102600,08-11-2022,15-11-2022
2099,2100,28,116100,640.6851725,Male,South,33,Health,79.64696279,08-11-2021,02-12-2021,116100,08-11-2021,02-12-2021
2101,2102,30,110700,1283.933129,Male,East,42,Health,5.944208829,24-02-2021,21-05-2023,110700,24-02-2021,21-05-2023
2104,2105,24,109200,1701.939571,Male,East,31,Health,59.92388585,15-04-2021,05-10-2022,109200,15-04-2021,05-10-2022
2105,2106,69,63600,1075.037322,Female,West,2,Home & Garden,51.35774021,24-06-2021,21-08-2023,63600,24-06-2021,21-08-2023
2106,2107,21,49100,953.2171523,Female,East,19,Toys,17.74461475,21-10-2021,26-08-2023,49100,21-10-2021,26-08-2023
2109,2110,37,102300,253.6519327,Male,South,10,Electronics,12.74430556,26-03-2022,05-06-2022,102300,26-03-2022,05-06-2022
2113,2114,68,111900,819.1792726,Male,South,30,Electronics,97.36483661,25-01-2022,25-09-2023,111900,25-01-2022,25-09-2023
2114,2115,62,112800,1987.284782,Male,North,11,Electronics,46.95770484,31-07-2021,12-05-2022,112800,31-07-2021,12-05-2022
2115,2116,63,106700,366.2701937,Male,South,41,Home & Garden,63.23683319,29-10-2022,22-08-2023,106700,29-10-2022,22-08-2023
2117,2118,60,32900,363.3242111,Male,West,20,Home & Garden,13.84538537,19-06-2022,31-07-2022,32900,19-06-2022,31-07-2022
2120,2121,43,24500,1366.343986,Male,North,15,Health,11.16268085,22-12-2022,18-02-2023,24500,22-12-2022,18-02-2023
2121,2122,58,83700,421.6888883,Female,South,34,Home & Garden,45.91729417,02-05-2021,12-09-2023,83700,02-05-2021,12-09-2023
2122,2123,66,90900,1496.344098,Female,West,24,Home & Garden,65.88872658,10-09-2021,08-01-2022,90900,10-09-2021,08-01-2022
2123,2124,75,104000,1991.325738,Female,West,33,Clothing,35.4923271,21-05-2021,14-04-2022,104000,21-05-2021,14-04-2022
2125,2126,73,63500,997.0903962,Female,North,41,Clothing,81.8963368,02-06-2021,16-06-2022,63500,02-06-2021,16-06-2022
2126,2127,23,113900,1847.884497,Female,North,45,Clothing,36.31033206,27-12-2022,15-09-2023,113900,27-12-2022,15-09-2023
2127,2128,22,58600,51.38664762,Male,North,40,Toys,19.43209734,04-11-2021,16-07-2022,58600,04-11-2021,16-07-2022
2129,2130,71,111500,1779.718103,Male,North,21,Health,21.45542076,13-11-2021,04-01-2022,111500,13-11-2021,04-01-2022
2131,2132,40,93300,911.1270574,Male,West,35,Toys,66.82893861,23-10-2021,10-12-2021,93300,23-10-2021,10-12-2021
2133,2134,26,102000,1141.705968,Female,East,4,Home & Garden,22.75620303,04-08-2022,06-07-2023,102000,04-08-2022,06-07-2023
2135,2136,37,66300,619.1939022,Male,South,48,Home & Garden,1.96034209,09-10-2021,15-02-2023,66300,09-10-2021,15-02-2023
2136,2137,75,27400,930.763706,Male,West,16,Electronics,22.80877683,27-07-2021,17-12-2023,27400,27-07-2021,17-12-2023
2137,2138,66,99100,573.0921808,Female,West,31,Electronics,2.39053525,06-07-2022,17-11-2022,99100,06-07-2022,17-11-2022
2141,2142,52,61100,39.82061291,Male,East,33,Home & Garden,38.37267595,10-10-2022,06-08-2023,61100,10-10-2022,06-08-2023
2144,2145,79,112300,676.6825315,Female,North,47,Home & Garden,20.9348116,29-11-2021,23-12-2021,112300,29-11-2021,23-12-2021
2147,2148,20,88900,1008.235143,Male,South,42,Electronics,14.70300092,16-04-2021,10-03-2022,88900,16-04-2021,10-03-2022
2148,2149,49,27300,238.0817202,Male,West,15,Home & Garden,34.96017324,11-04-2021,21-04-2023,27300,11-04-2021,21-04-2023
2149,2150,52,45400,791.2417314,Male,North,6,Electronics,22.43783339,25-12-2021,21-10-2023,45400,25-12-2021,21-10-2023
2151,2152,30,33300,51.07789308,Male,South,24,Electronics,98.33675604,10-09-2022,03-06-2023,33300,10-09-2022,03-06-2023
2152,2153,73,96800,732.9972689,Female,West,49,Electronics,2.549138903,30-01-2022,17-02-2023,96800,30-01-2022,17-02-2023
2153,2154,78,116000,197.8478163,Male,East,28,Electronics,69.00201373,04-02-2021,07-05-2022,116000,04-02-2021,07-05-2022
2155,2156,42,87200,203.1829099,Male,South,1,Electronics,6.640864387,30-09-2021,24-03-2023,87200,30-09-2021,24-03-2023
2159,2160,54,45500,24.32460286,Male,East,48,Toys,99.45438921,13-09-2022,27-06-2023,45500,13-09-2022,27-06-2023
2160,2161,51,55600,1284.57182,Female,West,8,Electronics,44.23771676,02-11-2021,16-12-2022,55600,02-11-2021,16-12-2022
2161,2162,28,38500,299.6625221,Male,North,1,Clothing,18.75977518,18-09-2022,02-08-2023,38500,18-09-2022,02-08-2023
2163,2164,73,51200,205.3931288,Female,South,43,Clothing,92.64922164,07-04-2022,30-06-2022,51200,07-04-2022,30-06-2022
2164,2165,20,84500,1911.025111,Female,West,49,Home & Garden,81.56210308,09-09-2021,22-08-2022,84500,09-09-2021,22-08-2022
2166,2167,45,67500,22.51079229,Male,North,10,Electronics,33.46996945,28-07-2021,16-09-2021,67500,28-07-2021,16-09-2021
2168,2169,26,36000,1052.989367,Male,South,41,Health,20.12993486,23-06-2022,05-04-2023,36000,23-06-2022,05-04-2023
2169,2170,20,102800,540.086076,Male,South,7,Home & Garden,44.68102542,18-05-2022,30-08-2023,102800,18-05-2022,30-08-2023
2170,2171,42,32400,1539.212771,Male,East,12,Home & Garden,95.619987,29-05-2022,09-07-2023,32400,29-05-2022,09-07-2023
2172,2173,29,22200,977.7078298,Male,West,40,Toys,82.82830452,28-05-2021,18-06-2023,22200,28-05-2021,18-06-2023
2174,2175,26,55100,1582.111345,Male,North,5,Electronics,68.38230275,24-03-2021,09-03-2023,55100,24-03-2021,09-03-2023
2175,2176,32,112500,1369.935286,Female,South,14,Home & Garden,86.24381434,11-02-2021,01-04-2022,112500,11-02-2021,01-04-2022
2179,2180,28,52900,1864.685315,Female,West,35,Home & Garden,55.99116862,11-09-2022,28-02-2023,52900,11-09-2022,28-02-2023
2181,2182,51,34400,550.5266452,Male,South,36,Clothing,42.51028007,07-07-2021,28-09-2022,34400,07-07-2021,28-09-2022
2183,2184,77,91900,1140.169212,Male,South,19,Home & Garden,47.19350528,16-09-2022,30-11-2023,91900,16-09-2022,30-11-2023
2185,2186,55,22600,1565.533997,Female,South,5,Clothing,56.12538208,22-05-2022,17-08-2023,22600,22-05-2022,17-08-2023
2186,2187,25,68600,735.9824905,Female,North,19,Health,12.57969924,13-05-2021,16-05-2022,68600,13-05-2021,16-05-2022
2187,2188,76,111700,824.7087112,Female,South,43,Home & Garden,94.99762735,28-09-2021,08-01-2022,111700,28-09-2021,08-01-2022
2188,2189,22,82100,1622.551698,Male,North,39,Home & Garden,85.98228815,14-09-2022,28-12-2023,82100,14-09-2022,28-12-2023
2189,2190,65,86800,770.9811156,Female,South,5,Health,15.55653971,14-03-2021,28-08-2023,86800,14-03-2021,28-08-2023
2190,2191,43,101300,113.5052555,Female,West,12,Electronics,17.23929227,12-03-2022,30-05-2022,101300,12-03-2022,30-05-2022
2191,2192,35,81800,369.3507455,Male,West,19,Clothing,51.24386745,20-10-2021,30-12-2021,81800,20-10-2021,30-12-2021
2192,2193,23,104800,1912.688281,Male,North,47,Electronics,77.2881387,17-10-2022,16-02-2023,104800,17-10-2022,16-02-2023
2193,2194,54,31100,159.4026176,Male,South,12,Toys,21.90793357,13-03-2022,13-02-2023,31100,13-03-2022,13-02-2023
2195,2196,65,43500,1016.294751,Male,West,12,Toys,54.55342766,23-10-2022,05-03-2023,43500,23-10-2022,05-03-2023
2196,2197,30,20200,996.6960381,Female,South,18,Home & Garden,69.15971141,01-03-2021,20-08-2023,20200,01-03-2021,20-08-2023
2199,2200,30,104600,779.8694668,Male,South,43,Home & Garden,95.06437849,23-11-2021,25-07-2022,104600,23-11-2021,25-07-2022
2200,2201,34,76400,1944.717084,Male,East,34,Home & Garden,13.70744427,01-07-2021,28-11-2023,76400,01-07-2021,28-11-2023
2203,2204,62,112500,850.5733405,Male,West,49,Toys,20.66610072,30-09-2022,27-03-2023,112500,30-09-2022,27-03-2023
2204,2205,49,52900,793.5732035,Female,North,18,Home & Garden,8.981935346,24-03-2021,28-04-2021,52900,24-03-2021,28-04-2021
2205,2206,79,96300,1338.345039,Female,East,29,Home & Garden,40.40066231,28-01-2021,25-02-2022,96300,28-01-2021,25-02-2022
2206,2207,46,110100,446.7154579,Male,West,45,Clothing,82.08317904,23-09-2021,25-06-2022,110100,23-09-2021,25-06-2022
2207,2208,68,36400,457.7216746,Female,East,5,Electronics,57.71304505,10-10-2021,19-07-2023,36400,10-10-2021,19-07-2023
2208,2209,75,27000,1463.837678,Female,South,25,Clothing,22.25848372,01-02-2022,30-11-2022,27000,01-02-2022,30-11-2022
2212,2213,51,113500,391.3039014,Female,North,33,Health,34.27340274,15-11-2021,09-11-2023,113500,15-11-2021,09-11-2023
2214,2215,44,113800,201.0240123,Male,North,37,Clothing,90.37325357,12-07-2021,02-11-2022,113800,12-07-2021,02-11-2022
2217,2218,50,52200,588.586235,Male,South,11,Electronics,1.40812855,01-07-2021,06-04-2022,52200,01-07-2021,06-04-2022
2221,2222,33,56500,93.69897505,Male,West,21,Electronics,53.16624729,22-07-2021,30-09-2023,56500,22-07-2021,30-09-2023
2222,2223,57,106500,1836.849379,Female,East,20,Electronics,35.26165997,06-02-2022,27-02-2023,106500,06-02-2022,27-02-2023
2225,2226,76,64100,1767.989862,Male,West,47,Health,53.46126743,08-10-2022,18-10-2022,64100,08-10-2022,18-10-2022
2226,2227,76,34000,956.5213755,Female,East,36,Toys,88.83219266,28-06-2021,24-09-2023,34000,28-06-2021,24-09-2023
2228,2229,58,98600,397.3405721,Female,East,47,Toys,73.91028575,18-01-2021,06-01-2023,98600,18-01-2021,06-01-2023
2233,2234,70,92700,695.0766473,Female,South,6,Electronics,41.69886033,28-01-2022,15-11-2023,92700,28-01-2022,15-11-2023
2234,2235,59,61500,1801.035275,Female,South,37,Electronics,76.42872318,27-10-2021,29-08-2022,61500,27-10-2021,29-08-2022
2235,2236,53,109100,1882.942215,Male,North,2,Toys,39.49749995,17-12-2021,11-10-2023,109100,17-12-2021,11-10-2023
2236,2237,44,41200,1348.312476,Female,West,12,Toys,65.01792222,06-07-2021,12-05-2023,41200,06-07-2021,12-05-2023
2239,2240,24,64000,1674.369645,Male,South,13,Toys,79.75145596,13-02-2022,08-10-2023,64000,13-02-2022,08-10-2023
2240,2241,22,49400,1923.993262,Female,West,17,Home & Garden,33.8925717,12-03-2021,09-12-2021,49400,12-03-2021,09-12-2021
2241,2242,60,66400,1554.661965,Female,West,31,Clothing,25.61070605,23-11-2021,16-08-2022,66400,23-11-2021,16-08-2022
2242,2243,62,112400,1251.434733,Male,North,16,Clothing,22.24461678,31-07-2021,11-06-2023,112400,31-07-2021,11-06-2023
2244,2245,74,67900,1701.950405,Female,East,26,Clothing,73.71240728,18-04-2021,08-12-2022,67900,18-04-2021,08-12-2022
2245,2246,68,117500,1091.583456,Female,North,28,Health,88.75092611,26-06-2021,02-12-2023,117500,26-06-2021,02-12-2023
2246,2247,48,69300,1611.642575,Male,South,1,Health,23.06484742,03-03-2022,27-01-2023,69300,03-03-2022,27-01-2023
2247,2248,40,67300,1027.592805,Female,North,47,Home & Garden,8.52402978,15-06-2022,13-08-2022,67300,15-06-2022,13-08-2022
2249,2250,27,23500,780.2150776,Male,East,37,Health,65.78472389,05-09-2021,16-07-2023,23500,05-09-2021,16-07-2023
2250,2251,49,75000,899.9930962,Female,West,20,Home & Garden,36.85200922,28-07-2021,29-09-2022,75000,28-07-2021,29-09-2022
2252,2253,70,28400,222.9427318,Male,East,36,Electronics,74.43049657,14-12-2022,17-11-2023,28400,14-12-2022,17-11-2023
2255,2256,48,105000,619.8314324,Male,South,22,Health,29.79492602,07-11-2021,16-12-2022,105000,07-11-2021,16-12-2022
2256,2257,35,56400,1494.302012,Male,South,44,Clothing,97.82483519,18-01-2022,02-04-2022,56400,18-01-2022,02-04-2022
2257,2258,53,69200,1929.575716,Male,North,32,Home & Garden,20.30296652,28-09-2021,11-06-2023,69200,28-09-2021,11-06-2023
2258,2259,19,100300,1441.383749,Female,West,20,Health,11.09317433,01-05-2021,19-04-2023,100300,01-05-2021,19-04-2023
2259,2260,31,28700,1985.398586,Male,South,36,Clothing,75.08306251,11-02-2022,16-10-2022,28700,11-02-2022,16-10-2022
2260,2261,30,111100,1402.709183,Female,East,33,Toys,70.23096567,02-09-2021,26-10-2022,111100,02-09-2021,26-10-2022
2261,2262,46,50100,601.7130519,Male,West,15,Toys,81.11693472,07-03-2021,04-02-2023,50100,07-03-2021,04-02-2023
