,y_test,top1_digit,top1_prob,top2_digit,top2_prob
5682,5,5,0.99999994,6,1.7052766e-08
5683,9,9,0.999934,5,3.3035827e-05
5684,0,0,0.9999955,6,4.453548e-06
5685,0,0,0.9999942,6,5.177376e-06
5686,0,0,0.9999996,6,2.59983e-07
5687,3,3,0.9999941,5,5.0394256e-06
5688,7,7,0.9999197,2,6.3253574e-05
5689,1,1,0.99999505,7,2.9005519e-06
5690,6,6,0.9999997,5,1.9695834e-07
5691,4,4,0.99629635,2,0.0029816234
5692,2,2,0.99999374,8,6.2552376e-06
5693,6,6,0.9999998,5,9.7884566e-08
5694,6,6,0.9999998,5,7.637331e-08
5695,0,0,0.999993,8,3.2383275e-06
5696,4,4,0.9980084,7,0.0019485512
5697,5,5,0.99999994,9,1.2360672e-08
5698,4,4,0.9524389,2,0.044477686
5699,1,1,0.9998348,8,5.327516e-05
5700,3,3,0.9999886,8,5.8311875e-06
5701,8,8,0.9999985,2,1.3657282e-06
5702,6,6,0.9999998,5,1.0524761e-07
5703,3,3,0.99987173,5,0.00012350958
5704,9,9,0.9999897,8,1.0098082e-05
5705,9,9,0.9999922,4,6.867515e-06
5706,5,5,0.9999998,8,7.198061e-08
5707,9,9,0.9999886,8,1.0970891e-05
5708,3,3,0.999981,5,1.893309e-05
5709,7,7,0.99905807,9,0.0006171643
5710,8,8,0.99999934,2,2.7287845e-07
5711,5,5,0.99999994,9,2.1861997e-09
5712,6,6,0.99999994,5,3.262696e-08
5713,4,4,0.9999872,7,1.21731955e-05
5714,7,7,0.99788684,2,0.0018931165
5715,6,6,0.99999934,5,6.0090514e-07
5716,2,2,0.9999992,8,6.60947e-07
5717,2,2,0.98646665,8,0.013532958
5718,0,0,0.9999959,6,3.3452166e-06
5719,9,9,0.9987552,8,0.00096450467
5720,4,4,0.9952649,7,0.0028881608
5721,0,0,0.9999996,2,3.7014277e-07
5722,1,1,0.9999972,8,1.0572423e-06
5723,2,2,0.9999996,8,3.0760947e-07
5724,3,3,0.99999994,8,1.8909698e-09
5725,4,4,0.99999994,5,8.256215e-10
5726,5,5,0.99999887,9,1.0619682e-06
5727,6,6,0.9999954,0,4.055972e-06
5728,7,7,0.9999948,4,4.6070477e-06
5729,8,8,0.99999994,9,9.641146e-09
5730,9,9,0.9998684,8,0.00013090158
5731,0,0,0.9997202,9,0.00019717665
5732,1,1,0.99993294,7,3.511561e-05
5733,2,2,0.9999997,8,1.924237e-07
5734,3,3,0.99942386,7,0.00040769138
5735,5,5,0.99951,3,0.00042696053
5736,6,6,0.99838716,4,0.0008013835
5737,0,0,0.99975216,2,0.00022441712
5738,1,1,0.99999195,7,5.4764337e-06
5739,2,2,0.99999946,8,3.3680928e-07
5740,3,3,0.9999997,5,2.741363e-07
5741,4,4,0.999999,8,5.870068e-07
5742,5,5,0.99995834,3,4.163321e-05
5743,6,6,0.9999977,2,1.055807e-06
5744,8,8,0.99999994,2,4.715587e-10
5745,7,7,0.9980649,1,0.0018083075
5746,1,1,0.9999723,2,2.3360433e-05
5747,3,3,0.99999994,5,9.578369e-09
5748,2,2,0.99999803,8,1.7775195e-06
5749,8,8,0.92856133,5,0.04152375
5750,0,0,0.9981852,2,0.0017792563
5751,7,7,0.9972166,3,0.0026791282
5752,5,5,0.99676925,3,0.0032305701
5753,9,9,0.9999848,5,1.4967569e-05
5754,9,9,0.9999593,4,1.938328e-05
5755,6,6,0.99999994,4,4.4788845e-08
5756,0,0,0.9760168,4,0.022956911
5757,9,9,0.97240275,8,0.026141843
5758,4,4,0.99999994,8,1.552758e-08
5759,1,1,0.9999102,2,8.793588e-05
5760,3,3,0.99999994,5,1.1454429e-08
5761,2,2,0.99999994,1,2.9802475e-08
5762,1,1,0.99993974,2,4.5587047e-05
5763,2,2,0.9999997,8,1.3642087e-07
5764,3,3,0.99999875,5,9.092968e-07
5765,8,8,0.9999996,2,3.0421833e-07
5766,3,3,0.99999994,5,8.037814e-09
5767,2,2,0.9999998,8,9.9449345e-08
5768,6,6,0.9999942,4,5.6299177e-06
5769,5,5,0.9991201,6,0.0008785396
5770,6,6,0.9999953,4,4.07558e-06
5771,8,8,0.9997189,2,0.00028107336
5772,2,2,0.9999885,3,7.2129737e-06
5773,7,7,0.9990901,9,0.00070201606
5774,4,4,0.9999998,9,5.7309954e-08
5775,8,8,0.9999997,2,2.8578887e-07
5776,1,1,0.9999712,8,2.2147413e-05
5777,8,8,0.9999998,2,1.2740817e-07
5778,0,0,0.9999923,4,3.2877783e-06
5779,5,5,0.99999994,9,1.9728077e-09
5780,3,3,0.999994,8,5.948487e-06
5781,9,9,0.99999374,4,3.2002877e-06
5782,4,4,0.99999994,2,2.5048378e-08
5783,1,1,0.9999984,8,8.4247085e-07
5784,9,9,0.9998498,4,9.1610775e-05
5785,2,2,0.99999994,8,1.3717318e-08
5786,1,1,0.9999967,2,1.2824398e-06
5787,9,9,0.99998814,4,7.999336e-06
5788,6,6,0.99999994,5,5.133504e-10
5789,7,7,0.9998898,3,9.89797e-05
5790,9,9,0.99999815,4,1.2747585e-06
5791,0,0,0.99829817,4,0.0014741302
5792,4,4,0.99999934,8,6.2981525e-07
5793,6,6,0.9999998,0,8.4576584e-08
5794,1,1,0.99998015,2,9.595721e-06
5795,7,7,0.9999308,3,5.7467754e-05
5796,3,3,0.99999994,5,8.5077945e-09
5797,8,8,0.99999994,5,4.3033365e-11
5798,7,7,0.9999655,3,1.6977481e-05
5799,2,2,0.999996,7,3.7564612e-06
5800,9,9,0.9999905,4,4.99948e-06
5801,6,6,0.9999619,0,1.8913346e-05
5802,5,5,0.99987173,9,0.0001278948
5803,8,8,0.9999983,2,1.6572498e-06
5804,3,3,0.9999998,5,6.584758e-08
5805,9,9,0.99999756,5,8.579148e-07
5806,0,0,0.9987219,4,0.0008270469
5807,5,5,0.9999959,9,4.025631e-06
5808,7,7,0.9999694,3,2.7266611e-05
5809,1,1,0.9999978,2,1.637515e-06
5810,6,6,0.9999992,4,6.7707344e-07
5811,1,1,0.9999961,2,2.4811277e-06
5812,0,0,0.9999948,6,3.5124394e-06
5813,9,9,0.9999991,4,3.3451968e-07
5814,3,3,0.99999946,5,1.986108e-07
5815,3,3,0.9999997,5,2.651153e-07
5816,4,4,0.99999994,9,2.170134e-09
5817,4,4,0.99999994,2,5.7659612e-08
5818,0,0,0.99999183,6,6.553151e-06
5819,6,6,0.9999996,5,2.6975496e-07
5820,2,2,0.9999961,3,1.5326393e-06
5821,5,5,0.99826795,3,0.0017201058
5822,4,4,0.99999994,2,4.408748e-08
5823,2,2,0.99999577,7,3.1763616e-06
5824,3,3,0.99999994,8,4.548367e-08
5825,4,4,0.99999994,6,7.4056565e-09
5826,6,6,0.9999997,4,1.934875e-07
5827,0,0,0.9981229,4,0.001404075
5828,0,0,0.9985635,6,0.0011365701
5829,2,2,0.99999994,1,1.5553536e-09
5830,0,0,0.9999921,9,5.4085713e-06
5831,1,1,0.9998916,8,5.1550713e-05
5832,4,4,0.9996848,2,0.00030931848
5833,5,5,0.9999445,3,5.482547e-05
5834,6,6,0.9999998,5,9.872043e-08
5835,7,7,0.9970567,2,0.002708631
5836,8,8,0.99999994,2,7.7082873e-10
5837,9,9,0.9999936,8,3.7705577e-06
5838,0,0,0.999999,2,8.002997e-07
5839,1,1,0.9999946,2,2.8563525e-06
5840,2,2,0.9999991,8,6.866498e-07
5841,3,3,0.99995965,5,3.9490125e-05
5842,4,4,0.99385583,7,0.0053741247
5843,5,5,0.999999,9,6.768299e-07
5844,6,6,0.99999994,4,5.1399636e-09
5845,7,7,0.99990815,2,8.562223e-05
5846,8,8,0.99999994,2,3.474462e-11
5847,0,0,0.9999874,2,1.07942e-05
5848,1,1,0.9999321,8,2.6904927e-05
5849,2,2,0.9999936,8,5.282509e-06
5850,3,3,0.99999994,5,1.942327e-08
5851,4,4,0.999939,7,3.1967375e-05
5852,5,5,0.9999996,3,4.1230822e-07
5853,6,6,0.9999992,5,6.9106983e-07
5854,7,7,0.9999643,4,1.777425e-05
5855,8,8,0.99999946,5,4.1067136e-07
5856,9,9,0.9999984,8,1.4659097e-06
5857,8,8,0.99999946,2,4.0826978e-07
5858,7,7,0.9999518,2,3.1020754e-05
5859,1,1,0.9999921,4,2.000395e-06
5860,3,3,0.99999946,5,4.2632342e-07
5861,7,7,0.99959046,2,0.0004047351
5862,5,5,0.9999997,3,2.452863e-07
5863,2,2,0.99999934,8,4.7602418e-07
5864,8,8,0.99999994,2,3.2841835e-10
5865,0,0,0.99999744,2,1.5344314e-06
5866,7,7,0.9999872,4,9.232308e-06
5867,5,5,0.9999991,3,7.9905055e-07
5868,9,9,0.9999929,8,6.6499597e-06
5869,9,9,0.9999973,5,1.2821166e-06
5870,0,0,0.9999824,8,1.4605092e-05
5871,9,9,0.9999954,8,2.9400662e-06
5872,1,1,0.9999942,7,3.6697897e-06
5873,1,1,0.9999977,8,1.0785867e-06
5874,5,5,0.9999979,3,2.0162922e-06
5875,8,8,0.99999994,2,6.54838e-10
5876,8,8,0.99999994,2,2.0271683e-08
5877,6,6,0.9968996,0,0.0030941467
5878,3,3,0.9892247,5,0.010773617
5879,2,2,0.99999994,1,1.3929322e-08
5880,1,1,0.99997514,8,8.4378e-06
5881,8,8,0.99999994,9,1.1518002e-09
5882,3,3,0.9999997,5,1.2799968e-07
5883,2,2,0.99999994,8,4.457944e-08
5884,6,6,0.99999994,8,1.8335766e-10
5885,5,5,0.9999979,3,1.9343097e-06
5886,6,6,0.9999997,5,2.0921745e-07
5887,7,7,0.98942184,0,0.0076593794
5888,4,4,0.9987113,0,0.0011278519
5889,1,1,0.9999892,8,4.6733153e-06
5890,0,0,0.99998456,8,9.746187e-06
5891,5,5,0.99998826,3,8.094062e-06
5892,3,3,0.999999,5,9.0943144e-07
5893,1,1,0.9999744,4,9.755769e-06
5894,9,9,0.9999997,8,1.233784e-07
5895,2,2,0.9999737,1,1.5940637e-05
5896,1,1,0.9999836,7,5.508418e-06
5897,9,9,0.9997295,4,0.0002284827
5898,6,6,0.99999994,5,2.4605022e-08
5899,0,0,0.99999934,2,5.070838e-07
5900,4,4,0.9999991,2,8.41057e-07
5901,6,6,0.9999998,5,1.0143306e-07
5902,1,1,0.99999493,8,4.4558565e-06
5903,7,7,0.9999644,3,1.383463e-05
5904,3,3,0.9999985,8,1.1805593e-06
5905,8,8,0.99999994,3,4.818622e-09
5906,7,7,0.9987394,4,0.0008791601
5907,2,2,0.9999899,8,9.844915e-06
5908,9,9,0.9999972,4,1.7443966e-06
5909,6,6,0.9999997,5,1.0834253e-07
5910,5,5,0.99999994,3,7.4030018e-09
5911,8,8,0.99999994,3,1.0031881e-08
5912,3,3,0.9992907,5,0.00070797297
5913,5,5,0.99999803,3,1.8833562e-06
5914,7,7,0.9998419,4,0.00015465973
5915,1,1,0.99998325,8,1.1694037e-05
5916,6,6,0.99999136,0,3.530825e-06
5917,1,1,0.9999767,9,9.075229e-06
5918,0,0,0.9999828,6,8.758391e-06
5919,9,9,0.99959356,8,0.00040428847
5920,6,6,0.99999946,5,4.277166e-07
5921,2,2,0.99994,1,5.3103875e-05
5922,5,5,0.99996716,3,3.2684868e-05
5923,4,4,0.99995154,2,4.491126e-05
5924,2,2,0.9999623,1,3.762672e-05
5925,3,3,0.99999934,5,5.4574883e-07
5926,4,4,0.99954194,9,0.00028556996
5927,4,4,0.99999744,2,2.44853e-06
5928,6,6,0.99999994,5,2.4893682e-08
5929,0,0,0.9999986,6,1.0230033e-06
5930,0,0,0.99999934,2,5.0404054e-07
5931,2,2,0.9999998,1,5.9753745e-08
5932,0,0,0.9999986,6,1.0328396e-06
5933,1,1,0.9999389,8,2.4396151e-05
5934,2,2,0.99998313,1,1.1145456e-05
5935,3,3,0.99849045,5,0.0014841164
5936,4,4,0.99834234,9,0.0010039711
5937,5,3,0.8549539,5,0.14504285
5938,6,6,0.99999803,5,1.2119029e-06
5939,7,7,0.9537089,9,0.043633252
5940,8,8,0.9999904,2,9.431476e-06
5941,9,9,0.9999985,4,1.2270431e-06
5942,0,0,0.9999719,2,1.8525352e-05
5943,1,1,0.9997537,8,0.00012849363
5944,2,2,0.9999983,7,9.431006e-07
5945,3,3,0.9999936,8,3.6859396e-06
5946,4,4,0.99999994,8,6.4028667e-09
5947,5,5,0.99999946,9,3.5728064e-07
5948,6,6,0.9999997,5,9.4757944e-08
5949,7,7,0.99835265,9,0.0015314183
5950,8,8,0.99995285,6,2.73271e-05
5951,9,9,0.9999439,4,5.038084e-05
5952,0,0,0.99998814,5,5.621905e-06
5953,1,1,0.9997213,2,0.00012020429
5954,2,2,0.99999934,3,5.8210236e-07
5955,3,8,0.97286785,3,0.026935518
5956,4,4,0.99999636,9,3.3960382e-06
5957,5,5,0.99999946,3,2.62947e-07
5958,6,6,0.9999998,5,1.07721085e-07
5959,7,7,0.9924016,9,0.0066595306
5960,8,8,0.9999345,2,5.886221e-05
5961,9,9,0.99915844,7,0.00036767535
5962,8,8,0.9999998,5,5.7456397e-08
5963,6,6,0.99999136,5,6.6726793e-06
5964,5,5,0.999994,3,5.9434287e-06
5965,0,0,0.99998754,6,8.002176e-06
5966,6,6,0.99999887,5,1.1311162e-06
5967,8,8,0.9999916,2,5.315513e-06
5968,9,9,0.9999891,3,8.3485975e-06
5969,4,4,0.9999977,8,9.688954e-07
5970,1,1,0.9999437,4,3.567633e-05
5971,9,9,0.9999835,4,1.0887857e-05
5972,5,5,0.99970484,3,0.00029252077
5973,3,3,0.78650296,8,0.20822255
5974,0,0,0.9999872,2,5.520165e-06
5975,4,4,0.99999386,9,5.7695624e-06
5976,8,8,0.99999756,2,1.1028321e-06
5977,9,9,0.99997896,4,9.942026e-06
5978,1,1,0.99946845,8,0.00026849518
5979,4,4,0.9999998,9,4.5327692e-08
5980,0,0,0.99982953,6,0.00016858106
5981,5,5,0.9984319,9,0.00092185213
5982,5,5,0.9971807,3,0.0028177488
5983,2,2,0.9999561,0,3.6205092e-05
5984,1,1,0.99910355,2,0.00055832387
5985,5,5,0.9997885,8,0.00011223934
5986,4,4,0.9999892,9,7.847968e-06
5987,0,0,0.999305,5,0.00036780591
5988,7,7,0.99992234,2,3.678905e-05
5989,6,6,0.9999961,5,2.7127523e-06
5990,0,0,0.9998436,6,0.00014389963
5991,1,1,0.9999679,4,1.3767409e-05
5992,7,7,0.99983716,9,0.00013214978
5993,0,0,0.9999742,6,2.4588595e-05
5994,6,6,0.9999998,5,1.1000336e-07
5995,8,8,0.99999994,2,1.7488421e-08
5996,9,9,0.99893004,3,0.00028448805
5997,5,5,0.97163785,9,0.015813641
5998,1,1,0.99096125,8,0.003910149
5999,7,7,0.9997978,3,9.149059e-05
6000,9,9,0.9998164,7,9.342547e-05
6001,8,8,0.99999946,6,2.4975057e-07
6002,6,6,0.9999909,5,7.195162e-06
6003,0,0,0.9999407,6,4.372831e-05
6004,8,8,0.99993235,9,2.4264637e-05
6005,1,1,0.99775875,8,0.0015963727
6006,7,7,0.9845196,9,0.007895996
6007,7,7,0.9998684,9,0.00010340108
6008,1,1,0.99920505,4,0.00059988274
6009,3,3,0.9980941,5,0.0019024339
6010,2,2,0.9999961,8,3.6072247e-06
6011,3,3,0.5692071,5,0.42901903
6012,1,1,0.99993795,4,3.6064976e-05
6013,4,4,0.9999965,2,3.1988197e-06
6014,2,2,0.9999998,7,5.8404186e-08
6015,0,0,0.99999243,6,5.2940673e-06
6016,0,0,0.999983,6,1.6293881e-05
6017,7,7,0.9968527,2,0.0019849206
6018,8,8,0.99999994,2,4.1858065e-08
6019,4,4,0.99998885,9,5.949727e-06
6020,6,6,0.9999233,5,7.472363e-05
6021,4,4,0.9999978,9,8.710579e-07
6022,9,9,0.9999854,8,6.8660474e-06
6023,3,3,0.9887573,5,0.009203512
6024,8,8,0.99999624,3,2.448567e-06
6025,4,4,0.99999887,9,8.863139e-07
6026,7,7,0.95527714,8,0.021962008
6027,2,2,0.9998986,8,5.229118e-05
6028,5,5,0.9991631,3,0.00083681796
6029,6,6,0.9999904,5,9.062614e-06
6030,3,3,0.99999887,5,4.2483325e-07
6031,6,6,0.9999681,5,3.1271033e-05
6032,9,9,0.99999136,4,8.3252335e-06
6033,6,6,0.999994,5,5.1437264e-06
6034,3,3,0.999975,5,2.4456107e-05
6035,2,2,0.99940145,0,0.0005424466
6036,2,2,0.9999966,8,3.068288e-06
6037,4,4,0.99999505,9,4.7778162e-06
6038,6,6,0.9999971,5,2.8548536e-06
6039,9,9,0.999983,4,1.56126e-05
6040,0,0,0.99999374,5,2.8804004e-06
6041,2,2,0.99999815,8,1.1537733e-06
6042,5,5,0.8981415,9,0.09772389
6043,5,5,0.9999985,3,1.3284504e-06
6044,1,1,0.9999562,4,2.507672e-05
6045,3,3,0.9999978,8,1.4463842e-06
6046,3,3,0.9999983,8,1.4938444e-06
6047,9,9,0.99997836,4,1.0501437e-05
6048,7,7,0.9858852,2,0.0069837263
6049,8,8,0.9999744,2,2.5275935e-05
6050,7,7,0.9988576,3,0.00092139596
6051,2,2,0.9999735,8,2.6218298e-05
6052,2,2,0.99998313,8,1.5890259e-05
6053,5,5,0.99985623,3,0.000120753444
6054,7,7,0.9981212,9,0.0013861816
6055,9,9,0.999986,3,5.8489336e-06
6056,8,8,0.99999946,2,3.8508026e-07
6057,2,2,0.99999946,8,2.934477e-07
6058,1,1,0.999993,4,2.3681694e-06
6059,3,3,0.99963677,5,0.00023988179
6060,1,1,0.99995345,8,3.0947256e-05
6061,3,3,0.99999756,5,2.3093207e-06
6062,0,0,0.9999941,8,3.1272248e-06
6063,1,1,0.9972057,8,0.0025673057
6064,2,2,0.9999978,8,1.4537355e-06
6065,3,3,0.9938425,8,0.0058987867
6066,4,4,0.9999997,8,9.625898e-08
6067,5,5,0.99999946,9,4.0827717e-07
6068,6,6,0.99999994,4,1.3378533e-09
6069,7,7,0.9999961,9,1.7153388e-06
6070,8,8,0.99996537,2,3.038994e-05
6071,9,9,0.9876522,3,0.010060811
6072,0,0,0.9995195,6,0.00032145868
6073,1,1,0.99883455,8,0.0006338022
6074,2,2,0.9999946,8,4.5559273e-06
6075,3,3,0.99996895,5,3.0846524e-05
6076,4,4,0.99999946,9,3.7651554e-07
6077,5,5,0.9999998,8,7.3033995e-08
6078,6,6,0.99999994,4,1.7276591e-09
6079,7,7,0.99998933,2,5.26953e-06
6080,8,8,0.999901,6,4.942802e-05
6081,9,9,0.971129,5,0.02337209
6082,0,0,0.999975,9,7.754014e-06
6083,1,1,0.9996766,2,0.00014508219
6084,2,2,0.99993795,8,5.2921863e-05
6085,3,3,0.99998516,5,1.0756615e-05
6086,4,4,0.9999717,8,2.0364634e-05
6087,5,5,0.9999936,8,5.975213e-06
6088,6,6,0.9999998,5,1.10304654e-07
6089,7,7,0.9999878,2,8.307992e-06
6090,8,8,0.999988,2,9.098305e-06
6091,9,9,0.79821914,5,0.20042048
6092,1,1,0.99988383,8,8.153804e-05
6093,2,2,0.9883427,8,0.011406514
6094,6,6,0.9999998,5,4.815206e-08
6095,5,5,0.99999994,3,2.6004992e-08
6096,3,3,0.9999909,5,9.091089e-06
6097,0,0,0.9999953,6,3.7149505e-06
6098,7,7,0.9998798,3,5.3819225e-05
6099,0,0,0.9999905,2,6.896394e-06
6100,4,4,0.99999934,8,4.3402224e-07
6101,1,1,0.9245414,8,0.061396174
6102,4,4,0.9999998,2,1.582596e-07
6103,3,3,0.9999998,5,1.2560346e-07
6104,6,6,0.9999998,8,7.4187795e-08
6105,7,7,0.9996946,3,0.00028186964
6106,2,2,0.9999978,1,8.928283e-07
6107,3,3,0.9999792,5,2.0602247e-05
6108,1,1,0.9999884,2,8.522928e-06
6109,2,2,0.9999903,7,6.429396e-06
6110,1,1,0.99971807,2,0.00013762887
6111,2,2,0.9999766,8,1.6178576e-05
6112,9,9,0.9916292,8,0.005731567
6113,6,6,0.99999374,8,5.6465246e-06
6114,0,0,0.9999904,2,5.66405e-06
6115,1,1,0.9967911,8,0.003081534
6116,3,3,0.9998479,5,0.00015190258
6117,0,0,0.99995893,2,2.9911149e-05
6118,2,2,0.99991816,8,3.9161387e-05
6119,7,7,0.99999815,2,8.2828694e-07
6120,5,5,0.99999875,3,3.662735e-07
6121,7,7,0.999942,9,3.7966183e-05
6122,6,6,0.9999998,5,8.32193e-08
6123,2,2,0.9999984,8,1.1856058e-06
6124,9,9,0.9985038,5,0.0013180884
6125,1,1,0.9999954,8,2.7942883e-06
6126,9,9,0.9991342,5,0.0008473248
6127,0,0,0.9999998,2,4.0365528e-08
6128,6,6,0.99999994,5,4.1384926e-08
6129,0,0,0.9999998,2,1.3100326e-07
6130,6,6,0.99999994,5,1.0344031e-08
6131,0,0,0.9999842,2,1.4702985e-05
6132,2,2,0.99999946,8,3.883441e-07
6133,0,0,0.99998325,6,1.541674e-05
6134,6,6,0.9999973,5,2.4455965e-06
6135,1,1,0.99997586,2,1.7455402e-05
6136,5,5,0.9999992,8,7.488197e-07
6137,8,8,0.9999984,2,9.2908783e-07
6138,4,4,0.99999994,2,1.5293262e-08
6139,3,3,0.99997634,5,2.2909458e-05
6140,0,0,0.9999725,6,2.1292164e-05
6141,1,1,0.9999675,8,1.8365337e-05
6142,5,5,0.99999934,8,3.1201554e-07
6143,4,4,0.99999577,8,4.027209e-06
6144,4,4,0.9999996,2,3.152062e-07
6145,8,8,0.9999998,2,1.03309034e-07
6146,5,5,0.9999952,8,4.5670145e-06
6147,7,7,0.9999917,9,6.9044245e-06
6148,5,5,0.9999998,3,9.030217e-08
6149,7,7,0.99996036,9,3.0667597e-05
6150,8,8,0.9999997,2,2.1644559e-07
6151,3,3,0.9999997,5,1.89036e-07
6152,4,4,0.9999991,7,5.0796126e-07
6153,8,8,0.99999756,3,1.5664199e-06
6154,8,8,0.9999936,3,2.2876723e-06
6155,5,5,0.9999998,3,7.706369e-08
6156,2,2,0.99999994,1,1.7558678e-08
6157,9,9,0.99022055,5,0.00472149
6158,7,7,0.9977932,3,0.0011852742
6159,1,1,0.99996525,2,1.8604831e-05
6160,3,3,0.99999696,8,2.6579569e-06
6161,8,8,0.99934155,2,0.0006247758
6162,1,1,0.99998933,8,6.07234e-06
6163,0,0,0.99998206,6,1.1516337e-05
6164,7,7,0.99999315,3,2.9286896e-06
6165,5,5,0.99999934,3,4.7384694e-07
6166,9,9,0.54495853,3,0.29960796
6167,6,6,0.99999994,4,1.0554308e-08
6168,9,9,0.96195704,8,0.021182267
6169,4,4,0.99999994,6,2.0823068e-08
6170,7,7,0.9995039,9,0.0003775408
6171,7,7,0.9994897,3,0.00037503082
6172,9,9,0.95217764,5,0.04727516
6173,9,9,0.683805,8,0.29513428
6174,3,3,0.99934095,5,0.00065858004
6175,4,4,0.99999446,8,4.662522e-06
6176,4,4,0.9999996,8,1.8703082e-07
6177,3,3,0.99999636,5,3.606682e-06
6178,8,8,0.9999959,2,3.3979675e-06
6179,6,6,0.9999252,5,7.383716e-05
6180,2,2,0.9999749,1,2.3462371e-05
6181,0,0,0.9999947,2,2.756146e-06
6182,1,1,0.9999574,8,3.4936857e-05
6183,2,2,0.99999994,8,3.2461227e-08
6184,3,3,0.9999998,5,1.020669e-07
6185,4,4,0.9996923,8,0.0003060155
6186,5,5,0.99999994,9,2.5943065e-08
6187,6,6,0.9999997,4,2.6523568e-07
6188,7,7,0.99987555,9,5.639849e-05
6189,8,8,0.99999994,2,1.847592e-09
6190,9,9,0.99999934,8,3.3832328e-07
6191,0,0,0.9999816,2,1.769758e-05
6192,1,1,0.9999959,8,3.1438562e-06
6193,2,2,0.99999815,3,8.0431215e-07
6194,3,3,0.99999946,5,3.2517684e-07
6195,4,4,0.99999875,9,6.0916335e-07
6196,5,5,0.99999994,3,2.3198284e-08
6197,6,6,0.99999994,4,1.2971229e-08
6198,7,7,0.9999941,2,4.3108516e-06
6199,8,8,0.99999994,5,1.5274955e-08
6200,9,9,0.99998087,8,1.7845285e-05
6201,0,0,0.9999984,2,1.2735959e-06
6202,1,1,0.99999946,8,2.8618155e-07
6203,2,2,0.9999998,8,1.551456e-07
6204,3,3,0.99999875,5,8.3853473e-07
6205,4,4,0.9999755,8,2.448083e-05
6206,5,5,0.99999994,3,4.393183e-09
6207,6,6,0.99999994,4,1.7505107e-08
6208,7,7,0.9999693,2,1.8121813e-05
6209,8,8,0.99999994,2,6.2239844e-09
6210,9,9,0.999996,4,3.0851402e-06
6211,0,0,0.9999996,6,3.2964502e-07
6212,8,8,0.9999998,3,1.1428378e-07
6213,3,3,0.9999525,5,4.7466423e-05
6214,9,9,0.9999971,4,1.6384198e-06
6215,5,5,0.99999994,3,3.4739703e-08
6216,5,5,0.99999994,3,2.3967662e-08
6217,2,2,0.9999977,8,2.231029e-06
6218,6,6,0.99999875,4,1.1595497e-06
6219,8,8,0.99999994,2,4.626426e-10
6220,4,4,0.9999998,8,7.5543305e-08
6221,9,9,0.9999952,8,3.9556494e-06
6222,1,1,0.9999934,7,2.463292e-06
6223,7,7,0.99999267,2,5.212265e-06
6224,1,1,0.99998254,7,9.573468e-06
6225,2,2,0.99999994,8,2.5155337e-08
6226,3,3,0.9999998,5,1.2127519e-07
6227,5,5,0.9977215,3,0.0022784108
6228,9,9,0.99999887,8,6.674101e-07
6229,6,6,0.9999998,4,1.4473922e-07
6230,9,9,0.9999979,4,1.6061216e-06
6231,1,1,0.9999842,8,1.25220595e-05
6232,1,1,0.99996597,8,1.4554711e-05
6233,1,1,0.9999955,7,2.244407e-06
6234,2,2,0.99997693,3,1.5821779e-05
6235,9,9,0.9999961,8,3.1344778e-06
6236,5,5,0.99999994,3,3.546876e-08
6237,6,6,0.99998945,4,9.706885e-06
6238,8,8,0.9999996,5,2.538898e-07
6239,1,1,0.9999923,7,5.7937264e-06
6240,2,2,0.9999996,3,1.9747874e-07
6241,0,0,0.99999017,6,8.793776e-06
6242,7,7,0.999973,4,1.0402948e-05
6243,7,7,0.9998917,4,0.00010083385
6244,5,5,0.9999997,3,2.9072604e-07
6245,8,8,0.99999994,3,5.6459826e-10
6246,2,2,0.99999994,8,1.0814059e-08
6247,9,9,0.99998826,8,1.13346305e-05
6248,8,8,0.99999994,3,7.835651e-10
6249,9,9,0.99957174,8,0.0004279994
6250,0,0,0.9996711,6,0.00031392227
6251,4,4,0.99999577,9,2.52607e-06
6252,6,6,0.99999994,5,3.3003815e-08
6253,7,7,0.9999245,2,6.411972e-05
6254,1,1,0.99999744,7,2.129047e-06
6255,3,3,0.9999998,8,1.4250136e-07
6256,4,4,0.9999121,8,6.5458364e-05
6257,5,5,0.99999994,9,2.881257e-09
6258,6,6,0.99999994,4,7.285421e-09
6259,0,0,0.99999696,6,2.9434852e-06
6260,3,3,0.9999997,5,1.3997668e-07
6261,6,6,0.99999994,0,4.804443e-09
6262,8,8,0.99999994,3,2.0544155e-08
6263,7,7,0.99941885,2,0.00039234123
6264,0,0,0.997738,4,0.00188404
6265,4,4,0.99998003,8,1.9343428e-05
6266,2,2,0.9999973,8,2.24013e-06
6267,7,7,0.9999811,2,1.4895986e-05
6268,4,4,0.9999997,8,1.5920858e-07
6269,7,7,0.9999946,9,2.5497693e-06
6270,5,5,0.9999998,3,8.05433e-08
6271,4,4,0.99997646,8,1.872321e-05
6272,3,3,0.9999998,5,1.2441357e-07
6273,4,4,0.9999972,0,1.5326599e-06
6274,2,2,0.9999998,8,1.475575e-07
6275,8,8,0.99999994,2,2.5521851e-09
6276,1,1,0.999999,2,5.669749e-07
6277,5,5,0.9999998,3,7.666608e-08
6278,1,1,0.9999941,2,4.0724044e-06
6279,2,2,0.99999803,7,1.8139372e-06
6280,0,0,0.99999946,2,2.91478e-07
6281,2,2,0.9999998,8,8.896578e-08
6282,5,5,0.99999994,6,1.1332604e-08
